Tarih,Asgari_Ucret_TL
2016-04-09,1300.99
2016-04-10,1300.99
2016-04-11,1300.99
2016-04-12,1300.99
2016-04-13,1300.99
2016-04-14,1300.99
2016-04-15,1300.99
2016-04-16,1300.99
2016-04-17,1300.99
2016-04-18,1300.99
2016-04-19,1300.99
2016-04-20,1300.99
2016-04-21,1300.99
2016-04-22,1300.99
2016-04-23,1300.99
2016-04-24,1300.99
2016-04-25,1300.99
2016-04-26,1300.99
2016-04-27,1300.99
2016-04-28,1300.99
2016-04-29,1300.99
2016-04-30,1300.99
2016-05-01,1300.99
2016-05-02,1300.99
2016-05-03,1300.99
2016-05-04,1300.99
2016-05-05,1300.99
2016-05-06,1300.99
2016-05-07,1300.99
2016-05-08,1300.99
2016-05-09,1300.99
2016-05-10,1300.99
2016-05-11,1300.99
2016-05-12,1300.99
2016-05-13,1300.99
2016-05-14,1300.99
2016-05-15,1300.99
2016-05-16,1300.99
2016-05-17,1300.99
2016-05-18,1300.99
2016-05-19,1300.99
2016-05-20,1300.99
2016-05-21,1300.99
2016-05-22,1300.99
2016-05-23,1300.99
2016-05-24,1300.99
2016-05-25,1300.99
2016-05-26,1300.99
2016-05-27,1300.99
2016-05-28,1300.99
2016-05-29,1300.99
2016-05-30,1300.99
2016-05-31,1300.99
2016-06-01,1300.99
2016-06-02,1300.99
2016-06-03,1300.99
2016-06-04,1300.99
2016-06-05,1300.99
2016-06-06,1300.99
2016-06-07,1300.99
2016-06-08,1300.99
2016-06-09,1300.99
2016-06-10,1300.99
2016-06-11,1300.99
2016-06-12,1300.99
2016-06-13,1300.99
2016-06-14,1300.99
2016-06-15,1300.99
2016-06-16,1300.99
2016-06-17,1300.99
2016-06-18,1300.99
2016-06-19,1300.99
2016-06-20,1300.99
2016-06-21,1300.99
2016-06-22,1300.99
2016-06-23,1300.99
2016-06-24,1300.99
2016-06-25,1300.99
2016-06-26,1300.99
2016-06-27,1300.99
2016-06-28,1300.99
2016-06-29,1300.99
2016-06-30,1300.99
2016-07-01,1300.99
2016-07-02,1300.99
2016-07-03,1300.99
2016-07-04,1300.99
2016-07-05,1300.99
2016-07-06,1300.99
2016-07-07,1300.99
2016-07-08,1300.99
2016-07-09,1300.99
2016-07-10,1300.99
2016-07-11,1300.99
2016-07-12,1300.99
2016-07-13,1300.99
2016-07-14,1300.99
2016-07-15,1300.99
2016-07-16,1300.99
2016-07-17,1300.99
2016-07-18,1300.99
2016-07-19,1300.99
2016-07-20,1300.99
2016-07-21,1300.99
2016-07-22,1300.99
2016-07-23,1300.99
2016-07-24,1300.99
2016-07-25,1300.99
2016-07-26,1300.99
2016-07-27,1300.99
2016-07-28,1300.99
2016-07-29,1300.99
2016-07-30,1300.99
2016-07-31,1300.99
2016-08-01,1300.99
2016-08-02,1300.99
2016-08-03,1300.99
2016-08-04,1300.99
2016-08-05,1300.99
2016-08-06,1300.99
2016-08-07,1300.99
2016-08-08,1300.99
2016-08-09,1300.99
2016-08-10,1300.99
2016-08-11,1300.99
2016-08-12,1300.99
2016-08-13,1300.99
2016-08-14,1300.99
2016-08-15,1300.99
2016-08-16,1300.99
2016-08-17,1300.99
2016-08-18,1300.99
2016-08-19,1300.99
2016-08-20,1300.99
2016-08-21,1300.99
2016-08-22,1300.99
2016-08-23,1300.99
2016-08-24,1300.99
2016-08-25,1300.99
2016-08-26,1300.99
2016-08-27,1300.99
2016-08-28,1300.99
2016-08-29,1300.99
2016-08-30,1300.99
2016-08-31,1300.99
2016-09-01,1300.99
2016-09-02,1300.99
2016-09-03,1300.99
2016-09-04,1300.99
2016-09-05,1300.99
2016-09-06,1300.99
2016-09-07,1300.99
2016-09-08,1300.99
2016-09-09,1300.99
2016-09-10,1300.99
2016-09-11,1300.99
2016-09-12,1300.99
2016-09-13,1300.99
2016-09-14,1300.99
2016-09-15,1300.99
2016-09-16,1300.99
2016-09-17,1300.99
2016-09-18,1300.99
2016-09-19,1300.99
2016-09-20,1300.99
2016-09-21,1300.99
2016-09-22,1300.99
2016-09-23,1300.99
2016-09-24,1300.99
2016-09-25,1300.99
2016-09-26,1300.99
2016-09-27,1300.99
2016-09-28,1300.99
2016-09-29,1300.99
2016-09-30,1300.99
2016-10-01,1300.99
2016-10-02,1300.99
2016-10-03,1300.99
2016-10-04,1300.99
2016-10-05,1300.99
2016-10-06,1300.99
2016-10-07,1300.99
2016-10-08,1300.99
2016-10-09,1300.99
2016-10-10,1300.99
2016-10-11,1300.99
2016-10-12,1300.99
2016-10-13,1300.99
2016-10-14,1300.99
2016-10-15,1300.99
2016-10-16,1300.99
2016-10-17,1300.99
2016-10-18,1300.99
2016-10-19,1300.99
2016-10-20,1300.99
2016-10-21,1300.99
2016-10-22,1300.99
2016-10-23,1300.99
2016-10-24,1300.99
2016-10-25,1300.99
2016-10-26,1300.99
2016-10-27,1300.99
2016-10-28,1300.99
2016-10-29,1300.99
2016-10-30,1300.99
2016-10-31,1300.99
2016-11-01,1300.99
2016-11-02,1300.99
2016-11-03,1300.99
2016-11-04,1300.99
2016-11-05,1300.99
2016-11-06,1300.99
2016-11-07,1300.99
2016-11-08,1300.99
2016-11-09,1300.99
2016-11-10,1300.99
2016-11-11,1300.99
2016-11-12,1300.99
2016-11-13,1300.99
2016-11-14,1300.99
2016-11-15,1300.99
2016-11-16,1300.99
2016-11-17,1300.99
2016-11-18,1300.99
2016-11-19,1300.99
2016-11-20,1300.99
2016-11-21,1300.99
2016-11-22,1300.99
2016-11-23,1300.99
2016-11-24,1300.99
2016-11-25,1300.99
2016-11-26,1300.99
2016-11-27,1300.99
2016-11-28,1300.99
2016-11-29,1300.99
2016-11-30,1300.99
2016-12-01,1300.99
2016-12-02,1300.99
2016-12-03,1300.99
2016-12-04,1300.99
2016-12-05,1300.99
2016-12-06,1300.99
2016-12-07,1300.99
2016-12-08,1300.99
2016-12-09,1300.99
2016-12-10,1300.99
2016-12-11,1300.99
2016-12-12,1300.99
2016-12-13,1300.99
2016-12-14,1300.99
2016-12-15,1300.99
2016-12-16,1300.99
2016-12-17,1300.99
2016-12-18,1300.99
2016-12-19,1300.99
2016-12-20,1300.99
2016-12-21,1300.99
2016-12-22,1300.99
2016-12-23,1300.99
2016-12-24,1300.99
2016-12-25,1300.99
2016-12-26,1300.99
2016-12-27,1300.99
2016-12-28,1300.99
2016-12-29,1300.99
2016-12-30,1300.99
2016-12-31,1300.99
2017-01-01,1404.06
2017-01-02,1404.06
2017-01-03,1404.06
2017-01-04,1404.06
2017-01-05,1404.06
2017-01-06,1404.06
2017-01-07,1404.06
2017-01-08,1404.06
2017-01-09,1404.06
2017-01-10,1404.06
2017-01-11,1404.06
2017-01-12,1404.06
2017-01-13,1404.06
2017-01-14,1404.06
2017-01-15,1404.06
2017-01-16,1404.06
2017-01-17,1404.06
2017-01-18,1404.06
2017-01-19,1404.06
2017-01-20,1404.06
2017-01-21,1404.06
2017-01-22,1404.06
2017-01-23,1404.06
2017-01-24,1404.06
2017-01-25,1404.06
2017-01-26,1404.06
2017-01-27,1404.06
2017-01-28,1404.06
2017-01-29,1404.06
2017-01-30,1404.06
2017-01-31,1404.06
2017-02-01,1404.06
2017-02-02,1404.06
2017-02-03,1404.06
2017-02-04,1404.06
2017-02-05,1404.06
2017-02-06,1404.06
2017-02-07,1404.06
2017-02-08,1404.06
2017-02-09,1404.06
2017-02-10,1404.06
2017-02-11,1404.06
2017-02-12,1404.06
2017-02-13,1404.06
2017-02-14,1404.06
2017-02-15,1404.06
2017-02-16,1404.06
2017-02-17,1404.06
2017-02-18,1404.06
2017-02-19,1404.06
2017-02-20,1404.06
2017-02-21,1404.06
2017-02-22,1404.06
2017-02-23,1404.06
2017-02-24,1404.06
2017-02-25,1404.06
2017-02-26,1404.06
2017-02-27,1404.06
2017-02-28,1404.06
2017-03-01,1404.06
2017-03-02,1404.06
2017-03-03,1404.06
2017-03-04,1404.06
2017-03-05,1404.06
2017-03-06,1404.06
2017-03-07,1404.06
2017-03-08,1404.06
2017-03-09,1404.06
2017-03-10,1404.06
2017-03-11,1404.06
2017-03-12,1404.06
2017-03-13,1404.06
2017-03-14,1404.06
2017-03-15,1404.06
2017-03-16,1404.06
2017-03-17,1404.06
2017-03-18,1404.06
2017-03-19,1404.06
2017-03-20,1404.06
2017-03-21,1404.06
2017-03-22,1404.06
2017-03-23,1404.06
2017-03-24,1404.06
2017-03-25,1404.06
2017-03-26,1404.06
2017-03-27,1404.06
2017-03-28,1404.06
2017-03-29,1404.06
2017-03-30,1404.06
2017-03-31,1404.06
2017-04-01,1404.06
2017-04-02,1404.06
2017-04-03,1404.06
2017-04-04,1404.06
2017-04-05,1404.06
2017-04-06,1404.06
2017-04-07,1404.06
2017-04-08,1404.06
2017-04-09,1404.06
2017-04-10,1404.06
2017-04-11,1404.06
2017-04-12,1404.06
2017-04-13,1404.06
2017-04-14,1404.06
2017-04-15,1404.06
2017-04-16,1404.06
2017-04-17,1404.06
2017-04-18,1404.06
2017-04-19,1404.06
2017-04-20,1404.06
2017-04-21,1404.06
2017-04-22,1404.06
2017-04-23,1404.06
2017-04-24,1404.06
2017-04-25,1404.06
2017-04-26,1404.06
2017-04-27,1404.06
2017-04-28,1404.06
2017-04-29,1404.06
2017-04-30,1404.06
2017-05-01,1404.06
2017-05-02,1404.06
2017-05-03,1404.06
2017-05-04,1404.06
2017-05-05,1404.06
2017-05-06,1404.06
2017-05-07,1404.06
2017-05-08,1404.06
2017-05-09,1404.06
2017-05-10,1404.06
2017-05-11,1404.06
2017-05-12,1404.06
2017-05-13,1404.06
2017-05-14,1404.06
2017-05-15,1404.06
2017-05-16,1404.06
2017-05-17,1404.06
2017-05-18,1404.06
2017-05-19,1404.06
2017-05-20,1404.06
2017-05-21,1404.06
2017-05-22,1404.06
2017-05-23,1404.06
2017-05-24,1404.06
2017-05-25,1404.06
2017-05-26,1404.06
2017-05-27,1404.06
2017-05-28,1404.06
2017-05-29,1404.06
2017-05-30,1404.06
2017-05-31,1404.06
2017-06-01,1404.06
2017-06-02,1404.06
2017-06-03,1404.06
2017-06-04,1404.06
2017-06-05,1404.06
2017-06-06,1404.06
2017-06-07,1404.06
2017-06-08,1404.06
2017-06-09,1404.06
2017-06-10,1404.06
2017-06-11,1404.06
2017-06-12,1404.06
2017-06-13,1404.06
2017-06-14,1404.06
2017-06-15,1404.06
2017-06-16,1404.06
2017-06-17,1404.06
2017-06-18,1404.06
2017-06-19,1404.06
2017-06-20,1404.06
2017-06-21,1404.06
2017-06-22,1404.06
2017-06-23,1404.06
2017-06-24,1404.06
2017-06-25,1404.06
2017-06-26,1404.06
2017-06-27,1404.06
2017-06-28,1404.06
2017-06-29,1404.06
2017-06-30,1404.06
2017-07-01,1404.06
2017-07-02,1404.06
2017-07-03,1404.06
2017-07-04,1404.06
2017-07-05,1404.06
2017-07-06,1404.06
2017-07-07,1404.06
2017-07-08,1404.06
2017-07-09,1404.06
2017-07-10,1404.06
2017-07-11,1404.06
2017-07-12,1404.06
2017-07-13,1404.06
2017-07-14,1404.06
2017-07-15,1404.06
2017-07-16,1404.06
2017-07-17,1404.06
2017-07-18,1404.06
2017-07-19,1404.06
2017-07-20,1404.06
2017-07-21,1404.06
2017-07-22,1404.06
2017-07-23,1404.06
2017-07-24,1404.06
2017-07-25,1404.06
2017-07-26,1404.06
2017-07-27,1404.06
2017-07-28,1404.06
2017-07-29,1404.06
2017-07-30,1404.06
2017-07-31,1404.06
2017-08-01,1404.06
2017-08-02,1404.06
2017-08-03,1404.06
2017-08-04,1404.06
2017-08-05,1404.06
2017-08-06,1404.06
2017-08-07,1404.06
2017-08-08,1404.06
2017-08-09,1404.06
2017-08-10,1404.06
2017-08-11,1404.06
2017-08-12,1404.06
2017-08-13,1404.06
2017-08-14,1404.06
2017-08-15,1404.06
2017-08-16,1404.06
2017-08-17,1404.06
2017-08-18,1404.06
2017-08-19,1404.06
2017-08-20,1404.06
2017-08-21,1404.06
2017-08-22,1404.06
2017-08-23,1404.06
2017-08-24,1404.06
2017-08-25,1404.06
2017-08-26,1404.06
2017-08-27,1404.06
2017-08-28,1404.06
2017-08-29,1404.06
2017-08-30,1404.06
2017-08-31,1404.06
2017-09-01,1404.06
2017-09-02,1404.06
2017-09-03,1404.06
2017-09-04,1404.06
2017-09-05,1404.06
2017-09-06,1404.06
2017-09-07,1404.06
2017-09-08,1404.06
2017-09-09,1404.06
2017-09-10,1404.06
2017-09-11,1404.06
2017-09-12,1404.06
2017-09-13,1404.06
2017-09-14,1404.06
2017-09-15,1404.06
2017-09-16,1404.06
2017-09-17,1404.06
2017-09-18,1404.06
2017-09-19,1404.06
2017-09-20,1404.06
2017-09-21,1404.06
2017-09-22,1404.06
2017-09-23,1404.06
2017-09-24,1404.06
2017-09-25,1404.06
2017-09-26,1404.06
2017-09-27,1404.06
2017-09-28,1404.06
2017-09-29,1404.06
2017-09-30,1404.06
2017-10-01,1404.06
2017-10-02,1404.06
2017-10-03,1404.06
2017-10-04,1404.06
2017-10-05,1404.06
2017-10-06,1404.06
2017-10-07,1404.06
2017-10-08,1404.06
2017-10-09,1404.06
2017-10-10,1404.06
2017-10-11,1404.06
2017-10-12,1404.06
2017-10-13,1404.06
2017-10-14,1404.06
2017-10-15,1404.06
2017-10-16,1404.06
2017-10-17,1404.06
2017-10-18,1404.06
2017-10-19,1404.06
2017-10-20,1404.06
2017-10-21,1404.06
2017-10-22,1404.06
2017-10-23,1404.06
2017-10-24,1404.06
2017-10-25,1404.06
2017-10-26,1404.06
2017-10-27,1404.06
2017-10-28,1404.06
2017-10-29,1404.06
2017-10-30,1404.06
2017-10-31,1404.06
2017-11-01,1404.06
2017-11-02,1404.06
2017-11-03,1404.06
2017-11-04,1404.06
2017-11-05,1404.06
2017-11-06,1404.06
2017-11-07,1404.06
2017-11-08,1404.06
2017-11-09,1404.06
2017-11-10,1404.06
2017-11-11,1404.06
2017-11-12,1404.06
2017-11-13,1404.06
2017-11-14,1404.06
2017-11-15,1404.06
2017-11-16,1404.06
2017-11-17,1404.06
2017-11-18,1404.06
2017-11-19,1404.06
2017-11-20,1404.06
2017-11-21,1404.06
2017-11-22,1404.06
2017-11-23,1404.06
2017-11-24,1404.06
2017-11-25,1404.06
2017-11-26,1404.06
2017-11-27,1404.06
2017-11-28,1404.06
2017-11-29,1404.06
2017-11-30,1404.06
2017-12-01,1404.06
2017-12-02,1404.06
2017-12-03,1404.06
2017-12-04,1404.06
2017-12-05,1404.06
2017-12-06,1404.06
2017-12-07,1404.06
2017-12-08,1404.06
2017-12-09,1404.06
2017-12-10,1404.06
2017-12-11,1404.06
2017-12-12,1404.06
2017-12-13,1404.06
2017-12-14,1404.06
2017-12-15,1404.06
2017-12-16,1404.06
2017-12-17,1404.06
2017-12-18,1404.06
2017-12-19,1404.06
2017-12-20,1404.06
2017-12-21,1404.06
2017-12-22,1404.06
2017-12-23,1404.06
2017-12-24,1404.06
2017-12-25,1404.06
2017-12-26,1404.06
2017-12-27,1404.06
2017-12-28,1404.06
2017-12-29,1404.06
2017-12-30,1404.06
2017-12-31,1404.06
2018-01-01,1603.12
2018-01-02,1603.12
2018-01-03,1603.12
2018-01-04,1603.12
2018-01-05,1603.12
2018-01-06,1603.12
2018-01-07,1603.12
2018-01-08,1603.12
2018-01-09,1603.12
2018-01-10,1603.12
2018-01-11,1603.12
2018-01-12,1603.12
2018-01-13,1603.12
2018-01-14,1603.12
2018-01-15,1603.12
2018-01-16,1603.12
2018-01-17,1603.12
2018-01-18,1603.12
2018-01-19,1603.12
2018-01-20,1603.12
2018-01-21,1603.12
2018-01-22,1603.12
2018-01-23,1603.12
2018-01-24,1603.12
2018-01-25,1603.12
2018-01-26,1603.12
2018-01-27,1603.12
2018-01-28,1603.12
2018-01-29,1603.12
2018-01-30,1603.12
2018-01-31,1603.12
2018-02-01,1603.12
2018-02-02,1603.12
2018-02-03,1603.12
2018-02-04,1603.12
2018-02-05,1603.12
2018-02-06,1603.12
2018-02-07,1603.12
2018-02-08,1603.12
2018-02-09,1603.12
2018-02-10,1603.12
2018-02-11,1603.12
2018-02-12,1603.12
2018-02-13,1603.12
2018-02-14,1603.12
2018-02-15,1603.12
2018-02-16,1603.12
2018-02-17,1603.12
2018-02-18,1603.12
2018-02-19,1603.12
2018-02-20,1603.12
2018-02-21,1603.12
2018-02-22,1603.12
2018-02-23,1603.12
2018-02-24,1603.12
2018-02-25,1603.12
2018-02-26,1603.12
2018-02-27,1603.12
2018-02-28,1603.12
2018-03-01,1603.12
2018-03-02,1603.12
2018-03-03,1603.12
2018-03-04,1603.12
2018-03-05,1603.12
2018-03-06,1603.12
2018-03-07,1603.12
2018-03-08,1603.12
2018-03-09,1603.12
2018-03-10,1603.12
2018-03-11,1603.12
2018-03-12,1603.12
2018-03-13,1603.12
2018-03-14,1603.12
2018-03-15,1603.12
2018-03-16,1603.12
2018-03-17,1603.12
2018-03-18,1603.12
2018-03-19,1603.12
2018-03-20,1603.12
2018-03-21,1603.12
2018-03-22,1603.12
2018-03-23,1603.12
2018-03-24,1603.12
2018-03-25,1603.12
2018-03-26,1603.12
2018-03-27,1603.12
2018-03-28,1603.12
2018-03-29,1603.12
2018-03-30,1603.12
2018-03-31,1603.12
2018-04-01,1603.12
2018-04-02,1603.12
2018-04-03,1603.12
2018-04-04,1603.12
2018-04-05,1603.12
2018-04-06,1603.12
2018-04-07,1603.12
2018-04-08,1603.12
2018-04-09,1603.12
2018-04-10,1603.12
2018-04-11,1603.12
2018-04-12,1603.12
2018-04-13,1603.12
2018-04-14,1603.12
2018-04-15,1603.12
2018-04-16,1603.12
2018-04-17,1603.12
2018-04-18,1603.12
2018-04-19,1603.12
2018-04-20,1603.12
2018-04-21,1603.12
2018-04-22,1603.12
2018-04-23,1603.12
2018-04-24,1603.12
2018-04-25,1603.12
2018-04-26,1603.12
2018-04-27,1603.12
2018-04-28,1603.12
2018-04-29,1603.12
2018-04-30,1603.12
2018-05-01,1603.12
2018-05-02,1603.12
2018-05-03,1603.12
2018-05-04,1603.12
2018-05-05,1603.12
2018-05-06,1603.12
2018-05-07,1603.12
2018-05-08,1603.12
2018-05-09,1603.12
2018-05-10,1603.12
2018-05-11,1603.12
2018-05-12,1603.12
2018-05-13,1603.12
2018-05-14,1603.12
2018-05-15,1603.12
2018-05-16,1603.12
2018-05-17,1603.12
2018-05-18,1603.12
2018-05-19,1603.12
2018-05-20,1603.12
2018-05-21,1603.12
2018-05-22,1603.12
2018-05-23,1603.12
2018-05-24,1603.12
2018-05-25,1603.12
2018-05-26,1603.12
2018-05-27,1603.12
2018-05-28,1603.12
2018-05-29,1603.12
2018-05-30,1603.12
2018-05-31,1603.12
2018-06-01,1603.12
2018-06-02,1603.12
2018-06-03,1603.12
2018-06-04,1603.12
2018-06-05,1603.12
2018-06-06,1603.12
2018-06-07,1603.12
2018-06-08,1603.12
2018-06-09,1603.12
2018-06-10,1603.12
2018-06-11,1603.12
2018-06-12,1603.12
2018-06-13,1603.12
2018-06-14,1603.12
2018-06-15,1603.12
2018-06-16,1603.12
2018-06-17,1603.12
2018-06-18,1603.12
2018-06-19,1603.12
2018-06-20,1603.12
2018-06-21,1603.12
2018-06-22,1603.12
2018-06-23,1603.12
2018-06-24,1603.12
2018-06-25,1603.12
2018-06-26,1603.12
2018-06-27,1603.12
2018-06-28,1603.12
2018-06-29,1603.12
2018-06-30,1603.12
2018-07-01,2020.9
2018-07-02,2020.9
2018-07-03,2020.9
2018-07-04,2020.9
2018-07-05,2020.9
2018-07-06,2020.9
2018-07-07,2020.9
2018-07-08,2020.9
2018-07-09,2020.9
2018-07-10,2020.9
2018-07-11,2020.9
2018-07-12,2020.9
2018-07-13,2020.9
2018-07-14,2020.9
2018-07-15,2020.9
2018-07-16,2020.9
2018-07-17,2020.9
2018-07-18,2020.9
2018-07-19,2020.9
2018-07-20,2020.9
2018-07-21,2020.9
2018-07-22,2020.9
2018-07-23,2020.9
2018-07-24,2020.9
2018-07-25,2020.9
2018-07-26,2020.9
2018-07-27,2020.9
2018-07-28,2020.9
2018-07-29,2020.9
2018-07-30,2020.9
2018-07-31,2020.9
2018-08-01,2020.9
2018-08-02,2020.9
2018-08-03,2020.9
2018-08-04,2020.9
2018-08-05,2020.9
2018-08-06,2020.9
2018-08-07,2020.9
2018-08-08,2020.9
2018-08-09,2020.9
2018-08-10,2020.9
2018-08-11,2020.9
2018-08-12,2020.9
2018-08-13,2020.9
2018-08-14,2020.9
2018-08-15,2020.9
2018-08-16,2020.9
2018-08-17,2020.9
2018-08-18,2020.9
2018-08-19,2020.9
2018-08-20,2020.9
2018-08-21,2020.9
2018-08-22,2020.9
2018-08-23,2020.9
2018-08-24,2020.9
2018-08-25,2020.9
2018-08-26,2020.9
2018-08-27,2020.9
2018-08-28,2020.9
2018-08-29,2020.9
2018-08-30,2020.9
2018-08-31,2020.9
2018-09-01,2020.9
2018-09-02,2020.9
2018-09-03,2020.9
2018-09-04,2020.9
2018-09-05,2020.9
2018-09-06,2020.9
2018-09-07,2020.9
2018-09-08,2020.9
2018-09-09,2020.9
2018-09-10,2020.9
2018-09-11,2020.9
2018-09-12,2020.9
2018-09-13,2020.9
2018-09-14,2020.9
2018-09-15,2020.9
2018-09-16,2020.9
2018-09-17,2020.9
2018-09-18,2020.9
2018-09-19,2020.9
2018-09-20,2020.9
2018-09-21,2020.9
2018-09-22,2020.9
2018-09-23,2020.9
2018-09-24,2020.9
2018-09-25,2020.9
2018-09-26,2020.9
2018-09-27,2020.9
2018-09-28,2020.9
2018-09-29,2020.9
2018-09-30,2020.9
2018-10-01,2020.9
2018-10-02,2020.9
2018-10-03,2020.9
2018-10-04,2020.9
2018-10-05,2020.9
2018-10-06,2020.9
2018-10-07,2020.9
2018-10-08,2020.9
2018-10-09,2020.9
2018-10-10,2020.9
2018-10-11,2020.9
2018-10-12,2020.9
2018-10-13,2020.9
2018-10-14,2020.9
2018-10-15,2020.9
2018-10-16,2020.9
2018-10-17,2020.9
2018-10-18,2020.9
2018-10-19,2020.9
2018-10-20,2020.9
2018-10-21,2020.9
2018-10-22,2020.9
2018-10-23,2020.9
2018-10-24,2020.9
2018-10-25,2020.9
2018-10-26,2020.9
2018-10-27,2020.9
2018-10-28,2020.9
2018-10-29,2020.9
2018-10-30,2020.9
2018-10-31,2020.9
2018-11-01,2020.9
2018-11-02,2020.9
2018-11-03,2020.9
2018-11-04,2020.9
2018-11-05,2020.9
2018-11-06,2020.9
2018-11-07,2020.9
2018-11-08,2020.9
2018-11-09,2020.9
2018-11-10,2020.9
2018-11-11,2020.9
2018-11-12,2020.9
2018-11-13,2020.9
2018-11-14,2020.9
2018-11-15,2020.9
2018-11-16,2020.9
2018-11-17,2020.9
2018-11-18,2020.9
2018-11-19,2020.9
2018-11-20,2020.9
2018-11-21,2020.9
2018-11-22,2020.9
2018-11-23,2020.9
2018-11-24,2020.9
2018-11-25,2020.9
2018-11-26,2020.9
2018-11-27,2020.9
2018-11-28,2020.9
2018-11-29,2020.9
2018-11-30,2020.9
2018-12-01,2020.9
2018-12-02,2020.9
2018-12-03,2020.9
2018-12-04,2020.9
2018-12-05,2020.9
2018-12-06,2020.9
2018-12-07,2020.9
2018-12-08,2020.9
2018-12-09,2020.9
2018-12-10,2020.9
2018-12-11,2020.9
2018-12-12,2020.9
2018-12-13,2020.9
2018-12-14,2020.9
2018-12-15,2020.9
2018-12-16,2020.9
2018-12-17,2020.9
2018-12-18,2020.9
2018-12-19,2020.9
2018-12-20,2020.9
2018-12-21,2020.9
2018-12-22,2020.9
2018-12-23,2020.9
2018-12-24,2020.9
2018-12-25,2020.9
2018-12-26,2020.9
2018-12-27,2020.9
2018-12-28,2020.9
2018-12-29,2020.9
2018-12-30,2020.9
2018-12-31,2020.9
2019-01-01,2558.4
2019-01-02,2558.4
2019-01-03,2558.4
2019-01-04,2558.4
2019-01-05,2558.4
2019-01-06,2558.4
2019-01-07,2558.4
2019-01-08,2558.4
2019-01-09,2558.4
2019-01-10,2558.4
2019-01-11,2558.4
2019-01-12,2558.4
2019-01-13,2558.4
2019-01-14,2558.4
2019-01-15,2558.4
2019-01-16,2558.4
2019-01-17,2558.4
2019-01-18,2558.4
2019-01-19,2558.4
2019-01-20,2558.4
2019-01-21,2558.4
2019-01-22,2558.4
2019-01-23,2558.4
2019-01-24,2558.4
2019-01-25,2558.4
2019-01-26,2558.4
2019-01-27,2558.4
2019-01-28,2558.4
2019-01-29,2558.4
2019-01-30,2558.4
2019-01-31,2558.4
2019-02-01,2558.4
2019-02-02,2558.4
2019-02-03,2558.4
2019-02-04,2558.4
2019-02-05,2558.4
2019-02-06,2558.4
2019-02-07,2558.4
2019-02-08,2558.4
2019-02-09,2558.4
2019-02-10,2558.4
2019-02-11,2558.4
2019-02-12,2558.4
2019-02-13,2558.4
2019-02-14,2558.4
2019-02-15,2558.4
2019-02-16,2558.4
2019-02-17,2558.4
2019-02-18,2558.4
2019-02-19,2558.4
2019-02-20,2558.4
2019-02-21,2558.4
2019-02-22,2558.4
2019-02-23,2558.4
2019-02-24,2558.4
2019-02-25,2558.4
2019-02-26,2558.4
2019-02-27,2558.4
2019-02-28,2558.4
2019-03-01,2558.4
2019-03-02,2558.4
2019-03-03,2558.4
2019-03-04,2558.4
2019-03-05,2558.4
2019-03-06,2558.4
2019-03-07,2558.4
2019-03-08,2558.4
2019-03-09,2558.4
2019-03-10,2558.4
2019-03-11,2558.4
2019-03-12,2558.4
2019-03-13,2558.4
2019-03-14,2558.4
2019-03-15,2558.4
2019-03-16,2558.4
2019-03-17,2558.4
2019-03-18,2558.4
2019-03-19,2558.4
2019-03-20,2558.4
2019-03-21,2558.4
2019-03-22,2558.4
2019-03-23,2558.4
2019-03-24,2558.4
2019-03-25,2558.4
2019-03-26,2558.4
2019-03-27,2558.4
2019-03-28,2558.4
2019-03-29,2558.4
2019-03-30,2558.4
2019-03-31,2558.4
2019-04-01,2558.4
2019-04-02,2558.4
2019-04-03,2558.4
2019-04-04,2558.4
2019-04-05,2558.4
2019-04-06,2558.4
2019-04-07,2558.4
2019-04-08,2558.4
2019-04-09,2558.4
2019-04-10,2558.4
2019-04-11,2558.4
2019-04-12,2558.4
2019-04-13,2558.4
2019-04-14,2558.4
2019-04-15,2558.4
2019-04-16,2558.4
2019-04-17,2558.4
2019-04-18,2558.4
2019-04-19,2558.4
2019-04-20,2558.4
2019-04-21,2558.4
2019-04-22,2558.4
2019-04-23,2558.4
2019-04-24,2558.4
2019-04-25,2558.4
2019-04-26,2558.4
2019-04-27,2558.4
2019-04-28,2558.4
2019-04-29,2558.4
2019-04-30,2558.4
2019-05-01,2558.4
2019-05-02,2558.4
2019-05-03,2558.4
2019-05-04,2558.4
2019-05-05,2558.4
2019-05-06,2558.4
2019-05-07,2558.4
2019-05-08,2558.4
2019-05-09,2558.4
2019-05-10,2558.4
2019-05-11,2558.4
2019-05-12,2558.4
2019-05-13,2558.4
2019-05-14,2558.4
2019-05-15,2558.4
2019-05-16,2558.4
2019-05-17,2558.4
2019-05-18,2558.4
2019-05-19,2558.4
2019-05-20,2558.4
2019-05-21,2558.4
2019-05-22,2558.4
2019-05-23,2558.4
2019-05-24,2558.4
2019-05-25,2558.4
2019-05-26,2558.4
2019-05-27,2558.4
2019-05-28,2558.4
2019-05-29,2558.4
2019-05-30,2558.4
2019-05-31,2558.4
2019-06-01,2558.4
2019-06-02,2558.4
2019-06-03,2558.4
2019-06-04,2558.4
2019-06-05,2558.4
2019-06-06,2558.4
2019-06-07,2558.4
2019-06-08,2558.4
2019-06-09,2558.4
2019-06-10,2558.4
2019-06-11,2558.4
2019-06-12,2558.4
2019-06-13,2558.4
2019-06-14,2558.4
2019-06-15,2558.4
2019-06-16,2558.4
2019-06-17,2558.4
